model,workload,value
APMISRR,8000,12290.7
TolerMIS,8000,12040.6
SIS,9000,16172.8
APMISRR,9000,13732.9
TolerMIS,9000,13481.9
SIS,9000,16074.1
APMISRR,9000,13681.6
TolerMIS,9000,13431.8
SIS,9000,16066
APMISRR,9000,13758.1
TolerMIS,9000,13505.4
SIS,9000,16116.5
APMISRR,9000,13381.5
TolerMIS,9000,13147.2
SIS,9000,16087.2
APMISRR,9000,13705.8
TolerMIS,9000,13455.9
SIS,9000,16074.1
APMISRR,9000,13376.2
TolerMIS,9000,13141.3
SIS,9000,16172.8
APMISRR,9000,13710.1
TolerMIS,9000,13460.2
SIS,9000,16045.8
APMISRR,9000,13627.9
TolerMIS,9000,13381.3
SIS,9000,16271.6
APMISRR,9000,13507
TolerMIS,9000,13235.5
SIS,9000,16040.1
APMISRR,9000,13605.1
TolerMIS,9000,13359.6
SIS,9000,16257.1
APMISRR,9000,13750.2
TolerMIS,9000,13511.4
SIS,9000,16066
APMISRR,9000,13454.1
TolerMIS,9000,13216.4
SIS,9000,16152.9
APMISRR,9000,13437.9
TolerMIS,9000,13198.7
SIS,9000,16062.5
APMISRR,9000,13294.3
TolerMIS,9000,13063.7
SIS,9000,15957.4
APMISRR,9000,13684.1
TolerMIS,9000,13434.8
SIS,9000,16162.1
APMISRR,9000,13592.3
TolerMIS,9000,13349
SIS,9000,15986.4
APMISRR,9000,13524.4
TolerMIS,9000,13283.8
SIS,9000,16033
APMISRR,9000,13703.4
TolerMIS,9000,13452.4
SIS,9000,16015.4
APMISRR,9000,13693.4
TolerMIS,9000,13443.7
SIS,9000,16172.8
APMISRR,9000,13437
TolerMIS,9000,13199.8
SIS,9000,16033
APMISRR,9000,13664.3
TolerMIS,9000,13415.3
SIS,9000,16015.4
APMISRR,9000,13732
TolerMIS,9000,13480.4
SIS,9000,16074.1
APMISRR,9000,13355.8
TolerMIS,9000,13122
SIS,9000,15957.4
APMISRR,9000,13439.5
TolerMIS,9000,13203
SIS,9000,16083.4
APMISRR,9000,13418.1
TolerMIS,9000,13181.7
SIS,9000,15957.4
APMISRR,9000,13561.8
TolerMIS,9000,13318.9
SIS,9000,15956.6
APMISRR,9000,13629.7
TolerMIS,9000,13383.6
SIS,9000,16054.4
APMISRR,9000,13411.1
TolerMIS,9000,13176.1
SIS,9000,16033
APMISRR,9000,13312.4
TolerMIS,9000,13081.3
SIS,9000,16177.5
APMISRR,9000,13687.2
TolerMIS,9000,13439.3
SIS,10000,17935.7
APMISRR,10000,15104.2
TolerMIS,10000,14856.7
SIS,10000,17826
APMISRR,10000,15037.7
TolerMIS,10000,14792.2
SIS,10000,17817.2
APMISRR,10000,14970.9
TolerMIS,10000,14729.4
SIS,10000,17873.3
APMISRR,10000,15145.6
TolerMIS,10000,14896.2
SIS,10000,17841
APMISRR,10000,15125.4
TolerMIS,10000,14876.8
SIS,10000,17826
APMISRR,10000,14911.9
TolerMIS,10000,14672.3
SIS,10000,17935.7
APMISRR,10000,14940.1
TolerMIS,10000,14699.9
SIS,10000,17794.7
APMISRR,10000,14862.3
TolerMIS,10000,14625.9
SIS,10000,18045.2
APMISRR,10000,15070.4
TolerMIS,10000,14788
SIS,10000,17788.3
APMISRR,10000,15043
TolerMIS,10000,14797.7
SIS,10000,18029.6
APMISRR,10000,14808.8
TolerMIS,10000,14591.2
SIS,10000,17817.2
APMISRR,10000,15242.4
TolerMIS,10000,14987.8
SIS,10000,17913
APMISRR,10000,14801.3
TolerMIS,10000,14565.6
SIS,10000,17813.1
APMISRR,10000,14764.1
TolerMIS,10000,14531.7
SIS,10000,17696.8
APMISRR,10000,14872.5
TolerMIS,10000,14636.2
SIS,10000,17924.1
APMISRR,10000,14866.2
TolerMIS,10000,14630.5
SIS,10000,17728.9
APMISRR,10000,15016.9
TolerMIS,10000,14773.7
SIS,10000,17780.1
APMISRR,10000,14902.5
TolerMIS,10000,14663.6
SIS,10000,17761.1
APMISRR,10000,14835.8
TolerMIS,10000,14601.1
SIS,10000,17935.7
APMISRR,10000,14963.5
TolerMIS,10000,14722.3
SIS,10000,17780.1
APMISRR,10000,15023.3
TolerMIS,10000,14778.5
SIS,10000,17761.1
APMISRR,10000,15133.9
TolerMIS,10000,14884.4
SIS,10000,17826
APMISRR,10000,14765.1
TolerMIS,10000,14532.5
SIS,10000,17696.8
APMISRR,10000,14908.5
TolerMIS,10000,14670.4
SIS,10000,17836.5
APMISRR,10000,14807.8
TolerMIS,10000,14573.5
SIS,10000,17696.8
APMISRR,10000,14908.5
TolerMIS,10000,14670.4
SIS,10000,17695.9
APMISRR,10000,15104.3
TolerMIS,10000,14856.5
SIS,10000,17804.4
APMISRR,10000,14739.4
TolerMIS,10000,14509.6
SIS,10000,17780.1
APMISRR,10000,14741.4
TolerMIS,10000,14510.5
SIS,10000,17941.1
APMISRR,10000,14939.3
TolerMIS,10000,14700.1
SIS,11000,19698.6
APMISRR,11000,16457.2
TolerMIS,11000,16213.7
SIS,11000,19577.9
APMISRR,11000,16241.3
TolerMIS,11000,16006.8
SIS,11000,19568.4
APMISRR,11000,16393.2
TolerMIS,11000,16152.5
SIS,11000,19630.2
APMISRR,11000,16600.8
TolerMIS,11000,16350.7
SIS,11000,19594.8
APMISRR,11000,16421.2
TolerMIS,11000,16179.3
SIS,11000,19577.9
APMISRR,11000,16441.6
TolerMIS,11000,16197.7
SIS,11000,19698.6
APMISRR,11000,16432.3
TolerMIS,11000,16189.9
SIS,11000,19543.6
APMISRR,11000,16170
TolerMIS,11000,15939.9
SIS,11000,19818.9
APMISRR,11000,16302.1
TolerMIS,11000,16034.1
SIS,11000,19536.5
APMISRR,11000,16277.2
TolerMIS,11000,16041.9
SIS,11000,19802.2
APMISRR,11000,16188.9
TolerMIS,11000,15974.9
SIS,11000,19568.4
APMISRR,11000,16260.3
TolerMIS,11000,16025.9
SIS,11000,19673.2
APMISRR,11000,16357.2
TolerMIS,11000,16116.1
SIS,11000,19563.6
APMISRR,11000,16415.7
TolerMIS,11000,16173
SIS,11000,19436.2
APMISRR,11000,16406.6
TolerMIS,11000,16165.4
SIS,11000,19686.1
APMISRR,11000,16676.5
TolerMIS,11000,16424.3
SIS,11000,19471.5
APMISRR,11000,16222.3
TolerMIS,11000,15990.7
SIS,11000,19527.3
APMISRR,11000,16235.7
TolerMIS,11000,16001.9
SIS,11000,19506.7
APMISRR,11000,16440.8
TolerMIS,11000,16197.8
SIS,11000,19698.6
APMISRR,11000,16507
TolerMIS,11000,16261.2
SIS,11000,19527.3
APMISRR,11000,16192.9
TolerMIS,11000,15961.3
SIS,11000,19506.7
APMISRR,11000,16440.8
TolerMIS,11000,16197.8
SIS,11000,19577.9
APMISRR,11000,16575.2
TolerMIS,11000,16325
SIS,11000,19436.2
APMISRR,11000,16196.6
TolerMIS,11000,15965.9
SIS,11000,19589.5
APMISRR,11000,16580.5
TolerMIS,11000,16330.7
SIS,11000,19436.2
APMISRR,11000,16425.7
TolerMIS,11000,16183.6
SIS,11000,19435.1
APMISRR,11000,16405.2
TolerMIS,11000,16164.4
SIS,11000,19554.5
APMISRR,11000,16323.9
TolerMIS,11000,16087
SIS,11000,19527.3
APMISRR,11000,16577.7
TolerMIS,11000,16327.3
SIS,11000,19704.7
APMISRR,11000,16406.8
TolerMIS,11000,16166.3
SIS,12000,21461.5
APMISRR,12000,18164.8
TolerMIS,12000,17909.5
SIS,12000,21329.8
APMISRR,12000,18167.4
TolerMIS,12000,17910.1
SIS,12000,21319.6
APMISRR,12000,18185.4
TolerMIS,12000,17928
SIS,12000,21387.1
APMISRR,12000,17979.2
TolerMIS,12000,17731.9
SIS,12000,21348.6
APMISRR,12000,17602.6
TolerMIS,12000,17374.9
SIS,12000,21329.8
APMISRR,12000,17651.3
TolerMIS,12000,17418
SIS,12000,21461.5
APMISRR,12000,18164.8
TolerMIS,12000,17909.5
SIS,12000,21292.6
APMISRR,12000,17988.2
TolerMIS,12000,17739.7
SIS,12000,21592.6
APMISRR,12000,17796.2
TolerMIS,12000,17522.1
SIS,12000,21284.7
APMISRR,12000,17622.2
TolerMIS,12000,17391.2
SIS,12000,21574.7
APMISRR,12000,18048.9
TolerMIS,12000,17812.6
SIS,12000,21319.6
APMISRR,12000,18185.4
TolerMIS,12000,17928
SIS,12000,21433.3
APMISRR,12000,17822.5
TolerMIS,12000,17580.1
SIS,12000,21314.1
APMISRR,12000,18206.4
TolerMIS,12000,17947.1
SIS,12000,21175.5
APMISRR,12000,17587.7
TolerMIS,12000,17359.2
SIS,12000,21448.1
APMISRR,12000,17767.4
TolerMIS,12000,17530.7
SIS,12000,21214
APMISRR,12000,17995.3
TolerMIS,12000,17747.1
SIS,12000,21274.4
APMISRR,12000,18187
TolerMIS,12000,17928.4
SIS,12000,21252.3
APMISRR,12000,17685.1
TolerMIS,12000,17451.5
SIS,12000,21461.5
APMISRR,12000,18243.5
TolerMIS,12000,17984.7
SIS,12000,21274.4
APMISRR,12000,17736.4
TolerMIS,12000,17499.5
SIS,12000,21252.3
APMISRR,12000,18107.4
TolerMIS,12000,17853.3
SIS,12000,21329.8
APMISRR,12000,18073.6
TolerMIS,12000,17820.7
SIS,12000,21175.5
APMISRR,12000,17869.5
TolerMIS,12000,17627
SIS,12000,21342.5
APMISRR,12000,18056
TolerMIS,12000,17804.6
SIS,12000,21175.5
APMISRR,12000,17990.2
TolerMIS,12000,17741.7
SIS,12000,21174.4
APMISRR,12000,17727.7
TolerMIS,12000,17492.6
SIS,12000,21304.5
APMISRR,12000,17854.9
TolerMIS,12000,17613.5
SIS,12000,21274.4
APMISRR,12000,17826.5
TolerMIS,12000,17585.3
SIS,12000,21468.4
APMISRR,12000,18138.8
TolerMIS,12000,17885.7
SIS,13000,23224.4
APMISRR,13000,19428.5
TolerMIS,13000,19180.9
SIS,13000,23081.6
APMISRR,13000,19599.1
TolerMIS,13000,19342.2
SIS,13000,23070.8
APMISRR,13000,19128.7
TolerMIS,13000,18894.5
SIS,13000,23144
APMISRR,13000,19166.3
TolerMIS,13000,18930.3
SIS,13000,23102.4
APMISRR,13000,19655.8
TolerMIS,13000,19397.6
SIS,13000,23081.6
APMISRR,13000,19058.3
TolerMIS,13000,18826.3
SIS,13000,23224.4
APMISRR,13000,19098.5
TolerMIS,13000,18866.4
SIS,13000,23041.5
APMISRR,13000,19436
TolerMIS,13000,19187.1
SIS,13000,23366.3
APMISRR,13000,19234.6
TolerMIS,13000,18958.7
SIS,13000,23032.9
APMISRR,13000,19455.8
TolerMIS,13000,19205.9
SIS,13000,23347.2
APMISRR,13000,19589.5
TolerMIS,13000,19348.3
SIS,13000,23070.8
APMISRR,13000,19079.7
TolerMIS,13000,18847.8
SIS,13000,23193.4
APMISRR,13000,19127
TolerMIS,13000,18890.5
SIS,13000,23064.6
APMISRR,13000,19373
TolerMIS,13000,19126.5
SIS,13000,22914.9
APMISRR,13000,19122
TolerMIS,13000,18888.5
SIS,13000,23210.1
APMISRR,13000,19232.1
TolerMIS,13000,18994.2
SIS,13000,22956.5
APMISRR,13000,19354.5
TolerMIS,13000,19110.1
SIS,13000,23021.5
APMISRR,13000,19242.9
TolerMIS,13000,19002.6
SIS,13000,22997.9
APMISRR,13000,19421.1
TolerMIS,13000,19173.1
SIS,13000,23224.4
APMISRR,13000,19483.5
TolerMIS,13000,19233.6
SIS,13000,23021.5
APMISRR,13000,19455.4
TolerMIS,13000,19205
SIS,13000,22997.9
APMISRR,13000,19560.8
TolerMIS,13000,19306.1
SIS,13000,23081.6
APMISRR,13000,19304.1
TolerMIS,13000,19060.8
SIS,13000,22914.9
APMISRR,13000,19248.5
TolerMIS,13000,19008.8
SIS,13000,23095.6
APMISRR,13000,19233
TolerMIS,13000,18993.4
SIS,13000,22914.9
APMISRR,13000,19375
TolerMIS,13000,19129.1
SIS,13000,22913.6
APMISRR,13000,19163.2
TolerMIS,13000,18928.1
SIS,13000,23054.5
APMISRR,13000,19077.4
TolerMIS,13000,18846.1
SIS,13000,23021.5
APMISRR,13000,19597
TolerMIS,13000,19339.9
SIS,13000,23232
APMISRR,13000,19538.7
TolerMIS,13000,19287.3
SIS,14000,24987.3
APMISRR,14000,20498.1
TolerMIS,14000,20268.9
SIS,14000,24833.5
APMISRR,14000,20833.1
TolerMIS,14000,20585.6
SIS,14000,24822.1
APMISRR,14000,20902.7
TolerMIS,14000,20653
SIS,14000,24900.9
APMISRR,14000,20541.9
TolerMIS,14000,20308.4
SIS,14000,24856.2
APMISRR,14000,20937.9
TolerMIS,14000,20686.9
SIS,14000,24833.5
APMISRR,14000,20535
TolerMIS,14000,20300.9
SIS,14000,24987.3
APMISRR,14000,21054
TolerMIS,14000,20798.6
SIS,14000,24790.4
APMISRR,14000,20649.3
TolerMIS,14000,20410.8
SIS,14000,25140
APMISRR,14000,20572
TolerMIS,14000,20303
SIS,14000,24781.2
APMISRR,14000,20767.2
TolerMIS,14000,20523.2
SIS,14000,25119.7
APMISRR,14000,20507
TolerMIS,14000,20292.9
SIS,14000,24822.1
APMISRR,14000,21051.1
TolerMIS,14000,20794.6
SIS,14000,24953.6
APMISRR,14000,21018.7
TolerMIS,14000,20762.6
SIS,14000,24815.2
APMISRR,14000,20852.5
TolerMIS,14000,20604.1
SIS,14000,24654.3
APMISRR,14000,20890.7
TolerMIS,14000,20641
SIS,14000,24972
APMISRR,14000,20993.5
TolerMIS,14000,20741.8
SIS,14000,24699.1
APMISRR,14000,20852.3
TolerMIS,14000,20605
SIS,14000,24768.6
APMISRR,14000,20624.1
TolerMIS,14000,20386.4
SIS,14000,24743.5
APMISRR,14000,20993.2
TolerMIS,14000,20738.9
SIS,14000,24987.3
APMISRR,14000,21276.3
TolerMIS,14000,21011.5
SIS,14000,24768.6
APMISRR,14000,20815
TolerMIS,14000,20568.3
SIS,14000,24743.5
APMISRR,14000,21040.2
TolerMIS,14000,20783.7
SIS,14000,24833.5
APMISRR,14000,20609.5
TolerMIS,14000,20372.1
SIS,14000,24654.3
APMISRR,14000,20826.8
TolerMIS,14000,20580.2
SIS,14000,24848.6
APMISRR,14000,21114.8
TolerMIS,14000,20855.5
SIS,14000,24654.3
APMISRR,14000,20485.8
TolerMIS,14000,20255.6
SIS,14000,24652.9
APMISRR,14000,21058.2
TolerMIS,14000,20800.8
SIS,14000,24804.6
APMISRR,14000,20824.2
TolerMIS,14000,20578.4
SIS,14000,24768.6
APMISRR,14000,20504.8
TolerMIS,14000,20272.6
SIS,14000,24995.6
APMISRR,14000,20803.5
TolerMIS,14000,20559.6
SIS,15000,26750.2
APMISRR,15000,22592.6
TolerMIS,15000,22333.1
SIS,15000,26585.4
APMISRR,15000,21992.2
TolerMIS,15000,21757.1
SIS,15000,26573.3
APMISRR,15000,22657.2
TolerMIS,15000,22393.2
SIS,15000,26657.8
APMISRR,15000,22110.3
TolerMIS,15000,21871
SIS,15000,26609.9
APMISRR,15000,22647.4
TolerMIS,15000,22384.5
SIS,15000,26585.4
APMISRR,15000,22508.6
TolerMIS,15000,22250.5
SIS,15000,26750.2
APMISRR,15000,22650.4
TolerMIS,15000,22388.5
SIS,15000,26539.4
APMISRR,15000,22185.9
TolerMIS,15000,21942.8
SIS,15000,26913.7
APMISRR,15000,22004.7
TolerMIS,15000,21734.4
SIS,15000,26529.4
APMISRR,15000,21933.7
TolerMIS,15000,21702.1
SIS,15000,26892.3
APMISRR,15000,22693.4
TolerMIS,15000,22441.1
SIS,15000,26573.3
APMISRR,15000,22143
TolerMIS,15000,21902.2
SIS,15000,26713.7
APMISRR,15000,22582.5
TolerMIS,15000,22321.1
SIS,15000,26565.7
APMISRR,15000,22194.3
TolerMIS,15000,21950.2
SIS,15000,26393.6
APMISRR,15000,21871.2
TolerMIS,15000,21643.2
SIS,15000,26734
APMISRR,15000,22039.9
TolerMIS,15000,21804.7
SIS,15000,26441.6
APMISRR,15000,22156
TolerMIS,15000,21914.9
SIS,15000,26515.8
APMISRR,15000,22282.2
TolerMIS,15000,22034.1
SIS,15000,26489.2
APMISRR,15000,22442.7
TolerMIS,15000,22187.9
SIS,15000,26750.2
APMISRR,15000,22159.2
TolerMIS,15000,21917.8
SIS,15000,26515.8
APMISRR,15000,22232.6
TolerMIS,15000,21986.8
SIS,15000,26489.2
APMISRR,15000,22442.7
TolerMIS,15000,22187.9
SIS,15000,26585.4
APMISRR,15000,21914.8
TolerMIS,15000,21683
SIS,15000,26393.6
APMISRR,15000,22292
TolerMIS,15000,22044
SIS,15000,26601.6
APMISRR,15000,21915.1
TolerMIS,15000,21683.8
SIS,15000,26393.6
APMISRR,15000,21937.6
TolerMIS,15000,21706.5
SIS,15000,26392.2
APMISRR,15000,21959.1
TolerMIS,15000,21727.4
SIS,15000,26554.6
APMISRR,15000,22292.7
TolerMIS,15000,22045.4
SIS,15000,26515.8
APMISRR,15000,22431
TolerMIS,15000,22176
SIS,15000,26759.3
APMISRR,15000,21897.8
TolerMIS,15000,21676.7
