model,workload,value
TolerMIS,6000,8839.19
SIS,6000,11113.2
APMISRR,6000,9185.25
TolerMIS,6000,8954.41
SIS,6000,11099.9
APMISRR,6000,9499.36
TolerMIS,6000,9251.83
SIS,6000,11105.9
APMISRR,6000,9600.03
TolerMIS,6000,9347.88
SIS,6000,11085.1
APMISRR,6000,9171.04
TolerMIS,6000,8942.5
SIS,6000,11225.3
APMISRR,6000,9463.72
TolerMIS,6000,9219.67
SIS,6000,11080.4
APMISRR,6000,9400.76
TolerMIS,6000,9139.56
SIS,6000,11162.5
APMISRR,6000,9570.71
TolerMIS,6000,9320.58
SIS,6000,11267.6
APMISRR,6000,9254.81
TolerMIS,6000,8991.82
SIS,6000,11129.1
APMISRR,6000,9255.4
TolerMIS,6000,9020.79
SIS,6000,11198.8
APMISRR,6000,9412.14
TolerMIS,6000,9143.88
SIS,6000,11155.3
APMISRR,6000,9193.24
TolerMIS,6000,8960.93
SIS,6000,11075
APMISRR,6000,9332.35
TolerMIS,6000,9094.92
SIS,6000,11445.8
APMISRR,6000,9344.24
TolerMIS,6000,9086.03
SIS,6000,11072.6
APMISRR,6000,9201.63
TolerMIS,6000,8970.47
SIS,6000,11155.1
APMISRR,6000,9260.76
TolerMIS,6000,9026.72
SIS,6000,11135
APMISRR,6000,9491.55
TolerMIS,6000,9244.36
SIS,6000,11168.1
APMISRR,6000,9403.01
TolerMIS,6000,9161.01
SIS,6000,11148.8
APMISRR,6000,9393.23
TolerMIS,6000,9152.94
SIS,6000,11326.8
APMISRR,6000,9242.61
TolerMIS,6000,9004.03
SIS,6000,11199.1
APMISRR,6000,9523.15
TolerMIS,6000,9277.12
SIS,7000,13075.2
APMISRR,7000,10582.5
TolerMIS,7000,10353.7
SIS,7000,13022.2
APMISRR,7000,10837
TolerMIS,7000,10597.6
SIS,7000,13004.8
APMISRR,7000,10457.3
TolerMIS,7000,10245.5
SIS,7000,13052.2
APMISRR,7000,10616
TolerMIS,7000,10386.4
SIS,7000,13127.1
APMISRR,7000,11075.7
TolerMIS,7000,10779.7
SIS,7000,13136.2
APMISRR,7000,10751.8
TolerMIS,7000,10529.5
SIS,7000,13051
APMISRR,7000,10583.6
TolerMIS,7000,10352.9
SIS,7000,12970.6
APMISRR,7000,10522.7
TolerMIS,7000,10299.9
SIS,7000,12891.1
APMISRR,7000,11102.6
TolerMIS,7000,10848
SIS,7000,13027.6
APMISRR,7000,10458.8
TolerMIS,7000,10243
SIS,7000,12914.9
APMISRR,7000,10804.1
TolerMIS,7000,10564.8
SIS,7000,12900
APMISRR,7000,11133.3
TolerMIS,7000,10877.3
SIS,7000,12907.2
APMISRR,7000,10896.2
TolerMIS,7000,10652.9
SIS,7000,12883.2
APMISRR,7000,11123.4
TolerMIS,7000,10869
SIS,7000,13045.8
APMISRR,7000,10500.3
TolerMIS,7000,10282.2
SIS,7000,12877.9
APMISRR,7000,10545.7
TolerMIS,7000,10307.8
SIS,7000,12973.1
APMISRR,7000,10672.9
TolerMIS,7000,10440.7
SIS,7000,13095.6
APMISRR,7000,10741.9
TolerMIS,7000,10474.2
SIS,7000,12933.6
APMISRR,7000,10452.8
TolerMIS,7000,10231.6
SIS,7000,13015.5
APMISRR,7000,10457.3
TolerMIS,7000,10222.5
SIS,7000,12963.9
APMISRR,7000,10780.4
TolerMIS,7000,10541.7
SIS,7000,12871.2
APMISRR,7000,10921.1
TolerMIS,7000,10676.8
SIS,7000,13303.1
APMISRR,7000,10796.6
TolerMIS,7000,10537.1
SIS,7000,12868.3
APMISRR,7000,10612
TolerMIS,7000,10383.2
SIS,7000,12964.3
APMISRR,7000,10854
TolerMIS,7000,10613.4
SIS,7000,12940.6
APMISRR,7000,11096.5
TolerMIS,7000,10842.4
SIS,7000,12979.3
APMISRR,7000,10932.7
TolerMIS,7000,10687.6
SIS,7000,12957.4
APMISRR,7000,10994.4
TolerMIS,7000,10747.4
SIS,7000,13162.4
APMISRR,7000,11142.7
TolerMIS,7000,10885.8
SIS,7000,13016
APMISRR,7000,11025.4
TolerMIS,7000,10777.9
SIS,8000,14899.8
APMISRR,8000,12471.9
TolerMIS,8000,12224.2
SIS,8000,14839.9
APMISRR,8000,12247.3
TolerMIS,8000,12010.2
SIS,8000,14819.8
APMISRR,8000,12630.8
TolerMIS,8000,12375.5
SIS,8000,14873.7
APMISRR,8000,12785.7
TolerMIS,8000,12524.2
SIS,8000,14959
APMISRR,8000,12494.9
TolerMIS,8000,12200.5
SIS,8000,14970.2
APMISRR,8000,11982.6
TolerMIS,8000,11772.5
SIS,8000,14871.3
APMISRR,8000,12263.7
TolerMIS,8000,12022.8
SIS,8000,14781.2
APMISRR,8000,12034
TolerMIS,8000,11807.7
SIS,8000,14689.6
APMISRR,8000,12132.1
TolerMIS,8000,11899.7
SIS,8000,14845.7
APMISRR,8000,12411.2
TolerMIS,8000,12166.4
SIS,8000,14716.7
APMISRR,8000,12696.4
TolerMIS,8000,12435.3
SIS,8000,14700.1
APMISRR,8000,12238.4
TolerMIS,8000,12000.3
SIS,8000,14708.4
APMISRR,8000,11986.9
TolerMIS,8000,11761.6
SIS,8000,14681.3
APMISRR,8000,12052.6
TolerMIS,8000,11825.2
SIS,8000,14866.2
APMISRR,8000,12378.1
TolerMIS,8000,12135.1
SIS,8000,14675.4
APMISRR,8000,11945.4
TolerMIS,8000,11710
SIS,8000,14783.6
APMISRR,8000,12268.1
TolerMIS,8000,12029.3
SIS,8000,14923.6
APMISRR,8000,12187.3
TolerMIS,8000,11918.5
SIS,8000,14738.1
APMISRR,8000,12183.3
TolerMIS,8000,11947.9
SIS,8000,14832.3
APMISRR,8000,12006.5
TolerMIS,8000,11759
SIS,8000,14772.4
APMISRR,8000,12000.8
TolerMIS,8000,11773.3
SIS,8000,14667.4
APMISRR,8000,12268.2
TolerMIS,8000,12029.8
SIS,8000,15160.4
APMISRR,8000,11911.3
TolerMIS,8000,11679.4
SIS,8000,14663.9
APMISRR,8000,12403.3
TolerMIS,8000,12157.2
SIS,8000,14773.6
APMISRR,8000,12610.9
TolerMIS,8000,12356.3
SIS,8000,14746.3
APMISRR,8000,11921.4
TolerMIS,8000,11698.7
SIS,8000,14790.5
APMISRR,8000,12156.4
TolerMIS,8000,11922.5
SIS,8000,14766
APMISRR,8000,12185.9
TolerMIS,8000,11951.9
SIS,8000,14998.1
APMISRR,8000,12043.2
TolerMIS,8000,11809.5
SIS,8000,14832.9
APMISRR,8000,12684.8
TolerMIS,8000,12428.6
SIS,9000,16724.3
APMISRR,9000,14173.9
TolerMIS,9000,13916.3
SIS,9000,16657.5
APMISRR,9000,14140.1
TolerMIS,9000,13883.8
SIS,9000,16634.9
APMISRR,9000,14292.5
TolerMIS,9000,14028.6
SIS,9000,16695.3
APMISRR,9000,13501.5
TolerMIS,9000,13273.1
SIS,9000,16791
APMISRR,9000,14252.3
TolerMIS,9000,13931.6
SIS,9000,16804.1
APMISRR,9000,13516.1
TolerMIS,9000,13302.4
SIS,9000,16691.7
APMISRR,9000,14120.2
TolerMIS,9000,13862
SIS,9000,16591.8
APMISRR,9000,14016.4
TolerMIS,9000,13765.9
SIS,9000,16488.2
APMISRR,9000,13623.9
TolerMIS,9000,13389.7
SIS,9000,16663.8
APMISRR,9000,14016.4
TolerMIS,9000,13765.3
SIS,9000,16518.4
APMISRR,9000,14034.6
TolerMIS,9000,13779.8
SIS,9000,16500.2
APMISRR,9000,13622.1
TolerMIS,9000,13387.5
SIS,9000,16509.7
APMISRR,9000,13545.6
TolerMIS,9000,13315.2
SIS,9000,16479.4
APMISRR,9000,13306.3
TolerMIS,9000,13088.9
SIS,9000,16686.7
APMISRR,9000,14330.8
TolerMIS,9000,14066.4
SIS,9000,16472.9
APMISRR,9000,13815.3
TolerMIS,9000,13546
SIS,9000,16594.2
APMISRR,9000,13856
TolerMIS,9000,13611.3
SIS,9000,16751.6
APMISRR,9000,14280.5
TolerMIS,9000,13957.7
SIS,9000,16542.5
APMISRR,9000,14165.9
TolerMIS,9000,13905.1
SIS,9000,16649.1
APMISRR,9000,13576.4
TolerMIS,9000,13318.2
SIS,9000,16581
APMISRR,9000,14096.8
TolerMIS,9000,13839.6
SIS,9000,16463.5
APMISRR,9000,14196.7
TolerMIS,9000,13934.5
SIS,9000,17017.8
APMISRR,9000,13500
TolerMIS,9000,13254.4
SIS,9000,16459.5
APMISRR,9000,13649.9
TolerMIS,9000,13414.3
SIS,9000,16582.8
APMISRR,9000,13565.1
TolerMIS,9000,13334.2
SIS,9000,16551.9
APMISRR,9000,13965.5
TolerMIS,9000,13714.4
SIS,9000,16601.8
APMISRR,9000,14152.2
TolerMIS,9000,13893.7
SIS,9000,16574.7
APMISRR,9000,13560.9
TolerMIS,9000,13330.7
SIS,9000,16833.7
APMISRR,9000,13393.7
TolerMIS,9000,13166
SIS,9000,16649.9
APMISRR,9000,14053
TolerMIS,9000,13801.3
SIS,10000,18548.9
APMISRR,10000,15491.7
TolerMIS,10000,15240.4
SIS,10000,18475.2
APMISRR,10000,15416.7
TolerMIS,10000,15168.7
SIS,10000,18449.9
APMISRR,10000,15272.8
TolerMIS,10000,15030
SIS,10000,18516.9
APMISRR,10000,15614.4
TolerMIS,10000,15357.9
SIS,10000,18622.9
APMISRR,10000,15662.4
TolerMIS,10000,15344.1
SIS,10000,18638.1
APMISRR,10000,15191
TolerMIS,10000,14965.8
SIS,10000,18512
APMISRR,10000,15167.8
TolerMIS,10000,14927.4
SIS,10000,18402.4
APMISRR,10000,15041.2
TolerMIS,10000,14810.3
SIS,10000,18286.7
APMISRR,10000,15263.9
TolerMIS,10000,15020.4
SIS,10000,18481.9
APMISRR,10000,15466.8
TolerMIS,10000,15216.3
SIS,10000,18320.2
APMISRR,10000,14867.8
TolerMIS,10000,14643
SIS,10000,18300.3
APMISRR,10000,15741.6
TolerMIS,10000,15475.6
SIS,10000,18311
APMISRR,10000,14860.8
TolerMIS,10000,14636.5
SIS,10000,18277.5
APMISRR,10000,14815
TolerMIS,10000,14594.2
SIS,10000,18507.1
APMISRR,10000,15160.8
TolerMIS,10000,14923.7
SIS,10000,18270.4
APMISRR,10000,14976.8
TolerMIS,10000,14728.2
SIS,10000,18404.7
APMISRR,10000,15429.5
TolerMIS,10000,15179.7
SIS,10000,18579.6
APMISRR,10000,15177.1
TolerMIS,10000,14897.5
SIS,10000,18347
APMISRR,10000,14995.7
TolerMIS,10000,14764.8
SIS,10000,18465.9
APMISRR,10000,15188.6
TolerMIS,10000,14917.4
SIS,10000,18389.6
APMISRR,10000,15381.1
TolerMIS,10000,15132.1
SIS,10000,18259.7
APMISRR,10000,15573
TolerMIS,10000,15315.1
SIS,10000,18875.1
APMISRR,10000,14881.6
TolerMIS,10000,14640.2
SIS,10000,18255.1
APMISRR,10000,15167.8
TolerMIS,10000,14928.9
SIS,10000,18392.1
APMISRR,10000,14916.8
TolerMIS,10000,14690.3
SIS,10000,18357.5
APMISRR,10000,15205.5
TolerMIS,10000,14964.6
SIS,10000,18413
APMISRR,10000,15692.5
TolerMIS,10000,15430.8
SIS,10000,18383.3
APMISRR,10000,14785.6
TolerMIS,10000,14566.6
SIS,10000,18669.3
APMISRR,10000,14824.8
TolerMIS,10000,14597.8
SIS,10000,18466.8
APMISRR,10000,15148.8
TolerMIS,10000,14913.4
SIS,11000,20373.5
APMISRR,11000,16773.9
TolerMIS,11000,16529.9
SIS,11000,20292.9
APMISRR,11000,16370.8
TolerMIS,11000,16144.2
SIS,11000,20264.9
APMISRR,11000,16690
TolerMIS,11000,16448.8
SIS,11000,20338.4
APMISRR,11000,17098.8
TolerMIS,11000,16841.4
SIS,11000,20454.8
APMISRR,11000,16797.4
TolerMIS,11000,16501.8
SIS,11000,20472
APMISRR,11000,16852.8
TolerMIS,11000,16617.5
SIS,11000,20332.4
APMISRR,11000,16719.9
TolerMIS,11000,16475.5
SIS,11000,20213
APMISRR,11000,16219.5
TolerMIS,11000,16002.5
SIS,11000,20085.3
APMISRR,11000,16384.8
TolerMIS,11000,16157.3
SIS,11000,20300
APMISRR,11000,16468.2
TolerMIS,11000,16237.4
SIS,11000,20121.9
APMISRR,11000,16218.8
TolerMIS,11000,15998.7
SIS,11000,20100.4
APMISRR,11000,16383.5
TolerMIS,11000,16155.4
SIS,11000,20112.3
APMISRR,11000,16513.2
TolerMIS,11000,16279.6
SIS,11000,20075.6
APMISRR,11000,16672.5
TolerMIS,11000,16432.4
SIS,11000,20327.5
APMISRR,11000,16855.9
TolerMIS,11000,16608.9
SIS,11000,20067.9
APMISRR,11000,17066
TolerMIS,11000,16768.2
SIS,11000,20215.3
APMISRR,11000,16359.5
TolerMIS,11000,16132.8
SIS,11000,20407.5
APMISRR,11000,16386
TolerMIS,11000,16123.3
SIS,11000,20151.5
APMISRR,11000,16795.8
TolerMIS,11000,16548.7
SIS,11000,20282.7
APMISRR,11000,16832.4
TolerMIS,11000,16545.7
SIS,11000,20198.1
APMISRR,11000,16269.7
TolerMIS,11000,16046
SIS,11000,20055.9
APMISRR,11000,16758.7
TolerMIS,11000,16514.1
SIS,11000,20732.4
APMISRR,11000,17276.8
TolerMIS,11000,16955
SIS,11000,20050.7
APMISRR,11000,16292
TolerMIS,11000,16068.9
SIS,11000,20201.3
APMISRR,11000,17036.2
TolerMIS,11000,16779.9
SIS,11000,20163.1
APMISRR,11000,16842.1
TolerMIS,11000,16592.9
SIS,11000,20224.3
APMISRR,11000,16817.3
TolerMIS,11000,16570.4
SIS,11000,20191.9
APMISRR,11000,16534.4
TolerMIS,11000,16301
SIS,11000,20504.9
APMISRR,11000,17234.3
TolerMIS,11000,16970
SIS,11000,20283.7
APMISRR,11000,16651.9
TolerMIS,11000,16414.6
SIS,12000,22198
APMISRR,12000,18748.4
TolerMIS,12000,18484
SIS,12000,22110.5
APMISRR,12000,18854.1
TolerMIS,12000,18584.4
SIS,12000,22080
APMISRR,12000,18877.6
TolerMIS,12000,18606
SIS,12000,22160
APMISRR,12000,18427.1
TolerMIS,12000,18175.3
SIS,12000,22286.8
APMISRR,12000,17678.1
TolerMIS,12000,17424.4
SIS,12000,22306
APMISRR,12000,17783.5
TolerMIS,12000,17574.8
SIS,12000,22152.7
APMISRR,12000,18734.1
TolerMIS,12000,18466.8
SIS,12000,22023.6
APMISRR,12000,18462.2
TolerMIS,12000,18209
SIS,12000,21883.8
APMISRR,12000,17916.6
TolerMIS,12000,17685.2
SIS,12000,22118.1
APMISRR,12000,17714.5
TolerMIS,12000,17492.4
SIS,12000,21923.7
APMISRR,12000,18342.3
TolerMIS,12000,18090.6
SIS,12000,21900.5
APMISRR,12000,18766.1
TolerMIS,12000,18495.3
SIS,12000,21913.5
APMISRR,12000,18006.9
TolerMIS,12000,17771.4
SIS,12000,21873.7
APMISRR,12000,18797
TolerMIS,12000,18525.5
SIS,12000,22148
APMISRR,12000,17668.3
TolerMIS,12000,17453.4
SIS,12000,21865.4
APMISRR,12000,17911.5
TolerMIS,12000,17657.1
SIS,12000,22025.9
APMISRR,12000,18562.9
TolerMIS,12000,18303.7
SIS,12000,22235.5
APMISRR,12000,19031.7
TolerMIS,12000,18673.4
SIS,12000,21956
APMISRR,12000,17839.9
TolerMIS,12000,17611.7
SIS,12000,22099.5
APMISRR,12000,18836.3
TolerMIS,12000,18508.8
SIS,12000,22006.7
APMISRR,12000,17940.7
TolerMIS,12000,17707.2
SIS,12000,21852.1
APMISRR,12000,18666.8
TolerMIS,12000,18400.3
SIS,12000,22589.7
APMISRR,12000,18884.7
TolerMIS,12000,18548.6
SIS,12000,21846.4
APMISRR,12000,18255.1
TolerMIS,12000,18007.5
SIS,12000,22010.6
APMISRR,12000,18560.6
TolerMIS,12000,18301.5
SIS,12000,21968.7
APMISRR,12000,18588.8
TolerMIS,12000,18326.4
SIS,12000,22035.5
APMISRR,12000,17994.3
TolerMIS,12000,17759.4
SIS,12000,22000.5
APMISRR,12000,18174.1
TolerMIS,12000,17932.4
SIS,12000,22340.6
APMISRR,12000,18234.4
TolerMIS,12000,17987.2
SIS,12000,22100.7
APMISRR,12000,18655.7
TolerMIS,12000,18394.9
SIS,13000,24022.6
APMISRR,13000,19857
TolerMIS,13000,19606.6
SIS,13000,23928.2
APMISRR,13000,20291.5
TolerMIS,13000,20022.9
SIS,13000,23895
APMISRR,13000,19297.8
TolerMIS,13000,19069
SIS,13000,23981.5
APMISRR,13000,19366
TolerMIS,13000,19135.4
SIS,13000,24118.7
APMISRR,13000,20499.2
TolerMIS,13000,20138.4
SIS,13000,24140
APMISRR,13000,19165.6
TolerMIS,13000,18960.5
SIS,13000,23973.1
APMISRR,13000,19212.9
TolerMIS,13000,18985.8
SIS,13000,23834.2
APMISRR,13000,19933.2
TolerMIS,13000,19679.4
SIS,13000,23682.3
APMISRR,13000,19361.3
TolerMIS,13000,19130.1
SIS,13000,23936.2
APMISRR,13000,20038.9
TolerMIS,13000,19780.5
SIS,13000,23725.5
APMISRR,13000,19951.9
TolerMIS,13000,19693.1
SIS,13000,23700.6
APMISRR,13000,19171.7
TolerMIS,13000,18948.4
SIS,13000,23714.8
APMISRR,13000,19219.6
TolerMIS,13000,18994.7
SIS,13000,23671.8
APMISRR,13000,19724.9
TolerMIS,13000,19477.9
SIS,13000,23968.4
APMISRR,13000,19364.7
TolerMIS,13000,19134.4
SIS,13000,23663
APMISRR,13000,19403.5
TolerMIS,13000,19144.4
SIS,13000,23836.4
APMISRR,13000,19838.6
TolerMIS,13000,19587.2
SIS,13000,24063.5
APMISRR,13000,19597
TolerMIS,13000,19305.9
SIS,13000,23760.4
APMISRR,13000,19915.8
TolerMIS,13000,19659.2
SIS,13000,23916.3
APMISRR,13000,19914.8
TolerMIS,13000,19612.1
SIS,13000,23815.2
APMISRR,13000,19979
TolerMIS,13000,19720.2
SIS,13000,23648.3
APMISRR,13000,20147.5
TolerMIS,13000,19879.9
SIS,13000,24447
APMISRR,13000,19816.3
TolerMIS,13000,19521.4
SIS,13000,23642
APMISRR,13000,19578.2
TolerMIS,13000,19336.7
SIS,13000,23819.8
APMISRR,13000,19487.1
TolerMIS,13000,19251
SIS,13000,23774.4
APMISRR,13000,19918.6
TolerMIS,13000,19661.9
SIS,13000,23846.8
APMISRR,13000,19442.6
TolerMIS,13000,19207.9
SIS,13000,23809.2
APMISRR,13000,19183.8
TolerMIS,13000,18961.4
SIS,13000,24176.2
APMISRR,13000,20486.6
TolerMIS,13000,20210.9
SIS,13000,23917.6
APMISRR,13000,20031.6
TolerMIS,13000,19774.5
SIS,14000,25847.2
APMISRR,14000,20587.5
TolerMIS,14000,20364.8
SIS,14000,25745.9
APMISRR,14000,21311.2
TolerMIS,14000,21060.5
SIS,14000,25710
APMISRR,14000,21448.5
TolerMIS,14000,21191.3
SIS,14000,25803.1
APMISRR,14000,20689.2
TolerMIS,14000,20463.3
SIS,14000,25950.6
APMISRR,14000,21604.9
TolerMIS,14000,21269.7
SIS,14000,25973.9
APMISRR,14000,20707.4
TolerMIS,14000,20497.3
SIS,14000,25793.4
APMISRR,14000,21656.7
TolerMIS,14000,21389.6
SIS,14000,25644.8
APMISRR,14000,20915.6
TolerMIS,14000,20681.7
SIS,14000,25480.9
APMISRR,14000,20648.5
TolerMIS,14000,20424.3
SIS,14000,25754.4
APMISRR,14000,21212
TolerMIS,14000,20965.2
SIS,14000,25527.2
APMISRR,14000,20559.4
TolerMIS,14000,20338.8
SIS,14000,25500.7
APMISRR,14000,21643.7
TolerMIS,14000,21374.7
SIS,14000,25516.1
APMISRR,14000,21460.6
TolerMIS,14000,21200.7
SIS,14000,25469.9
APMISRR,14000,21253.3
TolerMIS,14000,21002.7
SIS,14000,25788.8
APMISRR,14000,21647.9
TolerMIS,14000,21384.2
SIS,14000,25460.5
APMISRR,14000,21408.8
TolerMIS,14000,21108.2
SIS,14000,25647
APMISRR,14000,21425.5
TolerMIS,14000,21168.5
SIS,14000,25891.5
APMISRR,14000,20919
TolerMIS,14000,20636.3
SIS,14000,25564.9
APMISRR,14000,21648.2
TolerMIS,14000,21379.1
SIS,14000,25733
APMISRR,14000,22024.5
TolerMIS,14000,21675.2
SIS,14000,25623.8
APMISRR,14000,21266.2
TolerMIS,14000,21014.4
SIS,14000,25444.4
APMISRR,14000,21680.6
TolerMIS,14000,21409.5
SIS,14000,26304.4
APMISRR,14000,20937.6
TolerMIS,14000,20668.2
SIS,14000,25437.6
APMISRR,14000,21336
TolerMIS,14000,21080.1
SIS,14000,25629
APMISRR,14000,21826.6
TolerMIS,14000,21552.6
SIS,14000,25580
APMISRR,14000,20612.2
TolerMIS,14000,20388.9
SIS,14000,25658
APMISRR,14000,21991.4
TolerMIS,14000,21710.8
SIS,14000,25617.8
APMISRR,14000,21265.4
TolerMIS,14000,21015.7
SIS,14000,26011.8
APMISRR,14000,20669.2
TolerMIS,14000,20438.9
SIS,14000,25734.5
APMISRR,14000,21152.7
TolerMIS,14000,20909.5
SIS,15000,27671.7
APMISRR,15000,23317.7
TolerMIS,15000,23046.6
SIS,15000,27563.5
APMISRR,15000,22172.5
TolerMIS,15000,21945.5
SIS,15000,27525.1
APMISRR,15000,23558.6
TolerMIS,15000,23275.6
SIS,15000,27624.6
APMISRR,15000,22405.4
TolerMIS,15000,22169
SIS,15000,27782.5
APMISRR,15000,23661.9
TolerMIS,15000,23279.4
SIS,15000,27807.9
APMISRR,15000,23385.1
TolerMIS,15000,23117.6
SIS,15000,27613.8
APMISRR,15000,23410.1
TolerMIS,15000,23131.4
SIS,15000,27455.4
APMISRR,15000,22572.3
TolerMIS,15000,22329.7
SIS,15000,27279.4
APMISRR,15000,22084.7
TolerMIS,15000,21860.9
SIS,15000,27572.5
APMISRR,15000,22065.7
TolerMIS,15000,21843
SIS,15000,27329
APMISRR,15000,23208.5
TolerMIS,15000,22934.2
SIS,15000,27300.8
APMISRR,15000,22428.8
TolerMIS,15000,22189.1
SIS,15000,27317.3
APMISRR,15000,23127.5
TolerMIS,15000,22858.4
SIS,15000,27268
APMISRR,15000,22517.7
TolerMIS,15000,22275.5
SIS,15000,27609.3
APMISRR,15000,21959.7
TolerMIS,15000,21746.2
SIS,15000,27258
APMISRR,15000,22178.5
TolerMIS,15000,21925.6
SIS,15000,27457.5
APMISRR,15000,22577.3
TolerMIS,15000,22332.8
SIS,15000,27719.5
APMISRR,15000,22884.2
TolerMIS,15000,22560.2
SIS,15000,27369.4
APMISRR,15000,23123.7
TolerMIS,15000,22853.8
SIS,15000,27549.8
APMISRR,15000,22437.9
TolerMIS,15000,22158.9
SIS,15000,27432.4
APMISRR,15000,22674.7
TolerMIS,15000,22424.9
SIS,15000,27240.6
APMISRR,15000,23059.5
TolerMIS,15000,22791.8
SIS,15000,28161.7
APMISRR,15000,22058.7
TolerMIS,15000,21814.1
SIS,15000,27233.2
APMISRR,15000,22847.7
TolerMIS,15000,22589.1
SIS,15000,27438.3
APMISRR,15000,21998.7
TolerMIS,15000,21778.6
SIS,15000,27385.6
APMISRR,15000,22098.4
TolerMIS,15000,21873.3
SIS,15000,27469.3
APMISRR,15000,22160.3
TolerMIS,15000,21932.8
SIS,15000,27426.4
APMISRR,15000,22778.2
TolerMIS,15000,22526
SIS,15000,27847.4
APMISRR,15000,23295.8
TolerMIS,15000,23024.7
SIS,15000,27551.5
APMISRR,15000,21951.3
TolerMIS,15000,21735.3
